"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"19.07.2012 21:00";"15.6";"758.4";"760.6";"";"49";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"9.1";"20.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.9";"";"";"";"";"";"";
"19.07.2012 18:00";"15.4";"757.6";"759.9";"";"55";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"6.5";"";"";"";"";"";"";
"19.07.2012 15:00";"19.8";"758.8";"761.1";"";"39";"Wind blowing from the north-east";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"10.0";"5.3";"";"";"";"";"";"";
"19.07.2012 12:00";"15.6";"761.4";"763.7";"";"46";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.1";"";"";"";"";"";"";
"19.07.2012 09:00";"9.1";"762.0";"764.3";"";"83";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"6.0";"11.2";"";"";"";"";"";"10.0";"6.3";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"19.07.2012 06:00";"6.8";"762.4";"764.8";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.0";"";"";"";"";"";"";
"19.07.2012 03:00";"9.4";"763.2";"765.5";"";"78";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"5.7";"";"";"";"";"";"";
"18.07.2012 21:00";"11.2";"763.4";"765.8";"";"68";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"6.7";"18.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"5.6";"";"";"";"";"";"";
"18.07.2012 18:00";"15.4";"762.4";"764.8";"";"48";"Wind blowing from the north-west";"2";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.6";"";"";"";"";"";"";
"18.07.2012 15:00";"17.5";"763.9";"766.2";"";"39";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"3.4";"";"";"";"";"";"";
"18.07.2012 12:00";"13.1";"765.6";"767.8";"";"50";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altostratus translucidus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"2.8";"";"";"";"";"";"";
"18.07.2012 09:00";"6.7";"766.0";"768.4";"";"69";"Wind blowing from the north-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"4.9";"7.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"1.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"18.07.2012 06:00";"6.0";"765.3";"767.6";"";"76";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.1";"";"";"";"";"";"";
"18.07.2012 03:00";"5.8";"766.6";"768.9";"";"73";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.3";"";"";"";"";"";"";
"18.07.2012 00:00";"7.0";"767.1";"769.4";"";"71";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.2";"";"";"";"";"";"";
"17.07.2012 21:00";"6.8";"767.6";"770.0";"";"77";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"2.6";"15.1";"";"";"";"";"";"10.0";"3.0";"";"";"";"";"";"";
"17.07.2012 18:00";"11.7";"768.3";"770.6";"";"52";"Wind blowing from the north-west";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.3";"";"";"";"";"";"";
"17.07.2012 15:00";"14.2";"768.8";"771.1";"";"46";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.9";"";"";"";"";"";"";
"17.07.2012 12:00";"11.5";"771.4";"773.8";"";"57";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.4";"";"";"";"";"";"";
"17.07.2012 09:00";"2.6";"771.4";"773.8";"";"96";"Wind blowing from the north-west";"1";"";"";"10%  or less, but not 0";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"0.4";"4.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"8.0";"2.1";"";"";"Surface of ground moist.";"";"";"";
"17.07.2012 06:00";"1.5";"770.2";"772.6";"";"98";"Wind blowing from the west-southwest";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.2";"";"";"";"";"";"";
"17.07.2012 03:00";"1.4";"771.2";"773.5";"";"98";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.1";"";"";"";"";"";"";
"17.07.2012 00:00";"3.0";"772.0";"774.4";"";"94";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.2";"";"";"";"";"";"";
"16.07.2012 21:00";"3.9";"772.0";"774.4";"";"87";"Wind blowing from the north-east";"0";"";"";"no clouds";" ";"";"";"3.9";"10.9";"";"";"";"";"";"10.0";"1.9";"";"";"";"";"";"";
"16.07.2012 18:00";"7.8";"772.3";"774.6";"";"62";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.9";"";"";"";"";"";"";
"16.07.2012 15:00";"10.4";"772.8";"775.1";"";"54";"Wind blowing from the north";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"1.4";"";"";"";"";"";"";
"16.07.2012 12:00";"9.7";"774.6";"776.9";"";"58";"Wind blowing from the north-east";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"1.9";"";"";"";"";"";"";
"16.07.2012 09:00";"4.6";"774.8";"777.2";"";"84";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"3.3";"6.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"2.1";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"16.07.2012 06:00";"5.6";"774.0";"776.3";"";"77";"Wind blowing from the north-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"600-1000";"";"";"10.0";"1.9";"";"";"";"";"";"";
"16.07.2012 03:00";"5.0";"774.2";"776.6";"";"84";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.6";"";"";"";"";"";"";
"16.07.2012 00:00";"5.4";"774.4";"776.8";"";"75";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"1.4";"";"";"";"";"";"";
"15.07.2012 21:00";"5.7";"774.4";"776.8";"";"80";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"2.6";"9.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.5";"";"";"";"";"";"";
"15.07.2012 18:00";"6.9";"774.2";"776.6";"";"64";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"0.6";"";"";"";"";"";"";
"15.07.2012 15:00";"9.0";"774.2";"776.6";"";"51";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"-0.6";"";"";"";"";"";"";
"15.07.2012 12:00";"6.8";"775.3";"777.7";"";"66";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"0.8";"";"";"";"";"";"";
"15.07.2012 09:00";"2.6";"773.2";"775.6";"";"86";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"2.1";"7.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"0.5";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"15.07.2012 06:00";"3.4";"771.8";"774.1";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.4";"";"";"";"";"";"";
"15.07.2012 03:00";"5.0";"771.8";"774.1";"";"72";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"0.3";"";"";"";"";"";"";
"15.07.2012 00:00";"6.6";"771.1";"773.4";"";"62";"Wind blowing from the south-east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"-0.1";"";"";"";"";"";"";
"14.07.2012 21:00";"7.2";"770.0";"772.4";"";"69";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"4.9";"13.3";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.9";"";"";"";"";"";"";
"14.07.2012 18:00";"9.4";"770.0";"772.3";"";"58";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.5";"";"";"";"";"";"";
"14.07.2012 15:00";"12.7";"769.0";"771.4";"";"51";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"2.8";"";"";"";"";"";"";
"14.07.2012 12:00";"9.8";"769.2";"771.5";"";"57";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"1.7";"";"";"";"";"";"";
"14.07.2012 09:00";"4.9";"768.1";"770.5";"";"67";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"3.6";"9.8";"";"";"";"";"";"10.0";"-0.7";"";"";"Surface of ground moist.";"";"";"";
"14.07.2012 06:00";"5.0";"766.0";"768.4";"";"72";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"0.3";"";"";"";"";"";"";
"14.07.2012 03:00";"7.2";"764.8";"767.0";"";"69";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.9";"";"";"";"";"";"";
"14.07.2012 00:00";"9.6";"763.0";"765.3";"";"64";"Wind blowing from the south";"3";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.2";"";"";"";"";"";"";
"13.07.2012 21:00";"9.6";"760.3";"762.6";"";"69";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"8.4";"17.5";"";"";"";"";"";"10.0";"4.2";"";"";"";"";"";"";
"13.07.2012 18:00";"14.8";"758.2";"760.6";"";"50";"Wind blowing from the south-east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"4.6";"";"";"";"";"";"";
"13.07.2012 15:00";"17.3";"757.3";"759.5";"";"45";"Wind blowing from the south-west";"1";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.4";"";"";"";"";"";"";
"13.07.2012 12:00";"14.6";"757.2";"759.4";"";"47";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.5";"";"";"";"";"";"";
"13.07.2012 09:00";"8.4";"755.2";"757.4";"";"65";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"6.4";"9.2";"";"";"";"";"";"10.0";"2.2";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"13.07.2012 06:00";"7.8";"754.6";"756.8";"";"64";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"50%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"1.5";"";"";"";"";"";"";
"13.07.2012 03:00";"7.1";"755.0";"757.2";"";"70";"Wind blowing from the north-west";"2";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.0";"";"";"";"";"";"";
"13.07.2012 00:00";"7.2";"755.0";"757.3";"";"72";"Wind blowing from the north-west";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"20–30%.";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.4";"";"";"";"";"";"";
"12.07.2012 21:00";"9.2";"754.9";"757.2";"";"64";"Wind blowing from the west";"1";"";"";"20–30%.";" ";"";"";"4.7";"13.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"2.7";"";"";"";"";"";"";
"12.07.2012 15:00";"12.3";"755.2";"757.6";"";"56";"Wind blowing from the west-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus at a single level.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"3.7";"";"";"";"";"";"";
"12.07.2012 12:00";"10.7";"757.2";"759.4";"";"65";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.5";"";"";"";"";"";"";
"12.07.2012 09:00";"5.1";"756.4";"758.7";"";"84";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"4.1";"9.5";"";"";"";"";"";"10.0";"2.7";"2.0";"24";"Surface of ground moist.";"";"";"";
"11.07.2012 09:00";"3.1";"759.4";"761.7";"";"69";"Wind blowing from the north-west";"3";"";"";"10%  or less, but not 0";" ";"";"";"0.2";"6.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"-2.0";"2.0";"24";"Surface of ground moist.";"";"";"";
"11.07.2012 06:00";"0.4";"759.3";"761.6";"";"88";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.3";"";"";"";"";"";"";
"11.07.2012 03:00";"1.7";"761.0";"763.3";"";"80";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-1.4";"";"";"";"";"";"";
"11.07.2012 00:00";"3.6";"761.8";"764.2";"";"77";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.1";"";"";"";"";"";"";
"10.07.2012 21:00";"6.6";"761.4";"763.7";"";"60";"Wind blowing from the south-west";"5";"";"";"no clouds";" ";"";"";"6.2";"11.5";"";"";"";"";"";"10.0";"-0.7";"";"";"";"";"";"";
"10.07.2012 18:00";"9.6";"759.8";"762.2";"";"62";"Wind blowing from the south-west";"3";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.6";"";"";"";"";"";"";
"10.07.2012 15:00";"8.4";"759.6";"761.9";"";"92";"Wind blowing from the south-west";"1";"";"";"90  or more, but not 100%";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.1";"2.0";"6";"";"";"";"";
"10.07.2012 12:00";"10.0";"759.1";"761.4";"";"70";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"4.7";"";"";"";"";"";"";
"10.07.2012 09:00";"6.2";"758.8";"761.2";"";"88";"Wind blowing from the south-west";"1";"";"";"60%.";" ";"";"";"4.3";"10.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.4";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"10.07.2012 06:00";"4.4";"758.4";"760.7";"";"99";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.2";"";"";"";"";"";"";
"10.07.2012 03:00";"5.1";"759.0";"761.3";"";"99";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";"";
"10.07.2012 00:00";"7.0";"759.6";"761.9";"";"93";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.9";"";"";"";"";"";"";
"09.07.2012 21:00";"10.0";"760.0";"762.2";"";"84";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"6.5";"14.0";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.5";"";"";"";"";"";"";
"09.07.2012 18:00";"11.1";"759.7";"762.0";"";"65";"Wind blowing from the north-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"70 – 80%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"4.8";"";"";"";"";"";"";
"09.07.2012 15:00";"12.5";"760.4";"762.7";"";"62";"Wind blowing from the north-northwest";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"5.5";"";"";"";"";"";"";
"09.07.2012 12:00";"12.4";"763.0";"765.4";"";"60";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.9";"";"";"";"";"";"";
"09.07.2012 09:00";"6.6";"763.6";"766.0";"";"79";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"5.3";"10.6";"";"";"";"";"";"10.0";"3.3";"";"";"Surface of ground moist.";"";"";"";
"09.07.2012 06:00";"6.2";"763.6";"766.0";"";"76";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"2.3";"";"";"";"";"";"";
"09.07.2012 03:00";"7.4";"763.8";"766.1";"";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.2";"";"";"";"";"";"";
"09.07.2012 00:00";"9.4";"763.8";"766.1";"";"59";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"1.8";"";"";"";"";"";"";
