"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.06.2017 09:00";"4.2";"763.9";"766.2";"1.7";"90";"Calm, no wind";"0";"";"";"60%.";" ";"";"";"4.0";"10.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"60%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"2.7";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"3.0";"";"";
"05.06.2017 06:00";"5.6";"762.2";"764.5";"-0.9";"79";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"2.2";"";"";"";"";"";"";
"05.06.2017 03:00";"7.8";"763.1";"765.4";"0.9";"70";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"2.6";"";"";"";"";"";"";
"05.06.2017 00:00";"9.2";"762.2";"764.5";"0.8";"69";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"3.7";"";"";"";"";"";"";
"04.06.2017 21:00";"10.0";"761.4";"763.7";"1.1";"82";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"9.6";"16.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"7.1";"";"";"";"";"";"";
"04.06.2017 18:00";"12.0";"760.3";"762.4";"1.1";"83";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"9.2";"";"";"";"";"";"";
"04.06.2017 15:00";"16.5";"759.2";"761.5";"-0.6";"71";"Wind blowing from the south";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"11.2";"";"";"";"";"";"";
"04.06.2017 12:00";"12.6";"759.8";"762.1";"0.0";"93";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"11.5";"";"";"";"";"";"";
"04.06.2017 09:00";"11.2";"759.8";"762.1";"0.7";"100";"Wind blowing from the south-west";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"9.1";"13.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"2.0";"11.2";"";"";"Surface of ground moist.";"7.0";"";"";
"04.06.2017 06:00";"11.0";"759.1";"761.3";"0.2";"100";"Wind blowing from the south";"2";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"3.0";"11.0";"";"";"";"";"";"";
"04.06.2017 03:00";"10.5";"758.9";"761.2";"0.1";"100";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.5";"";"";"";"";"";"";
"04.06.2017 00:00";"11.9";"758.8";"761.0";"0.5";"97";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.5";"";"";"";"";"";"";
"03.06.2017 21:00";"13.7";"758.3";"760.6";"0.7";"89";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"13.0";"16.7";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"03.06.2017 18:00";"15.2";"757.6";"759.8";"0.5";"83";"Wind blowing from the west";"1";"";"";"50%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.3";"";"";"";"";"";"";
"03.06.2017 15:00";"16.2";"757.1";"759.4";"-1.5";"77";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"40%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"12.2";"";"";"";"";"";"";
"03.06.2017 12:00";"14.5";"758.6";"760.9";"0.1";"81";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"100%.";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"11.2";"";"";"";"";"";"";
"03.06.2017 09:00";"13.0";"758.5";"760.7";"0.5";"86";"Wind blowing from the north-west";"3";"";"";"60%.";" ";"";"";"11.4";"13.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"10.7";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"6.0";"";"";
"03.06.2017 06:00";"13.2";"758.0";"760.3";"-1.1";"88";"Wind blowing from the north-west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.3";"";"";"";"";"";"";
"03.06.2017 03:00";"13.2";"759.1";"761.3";"-1.3";"86";"Wind blowing from the north-west";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.9";"";"";"";"";"";"";
"03.06.2017 00:00";"11.8";"760.4";"762.7";"-0.3";"92";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.5";"";"";"";"";"";"";
"02.06.2017 21:00";"12.2";"760.7";"763.0";"-0.3";"80";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"6.6";"17.1";"";"";"";"";"";"10.0";"8.8";"";"";"";"";"";"";
"02.06.2017 18:00";"13.6";"761.0";"763.3";"-0.6";"73";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"8.9";"";"";"";"";"";"";
"02.06.2017 15:00";"15.8";"761.6";"763.9";"-1.8";"62";"Wind blowing from the north";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"8.4";"";"";"";"";"";"";
"02.06.2017 12:00";"16.4";"763.4";"765.7";"-0.2";"57";"Wind blowing from the west";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.8";"";"";"";"";"";"";
"02.06.2017 09:00";"6.6";"763.6";"765.8";"0.5";"97";"Wind blowing from the west";"1";"";"";"no clouds";" ";"";"";"5.7";"10.5";"";"";"";"";"";"10.0";"6.2";"";"";"Surface of ground moist.";"5.0";"";"";
"02.06.2017 06:00";"5.8";"763.1";"765.4";"-0.5";"100";"Wind blowing from the south-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"5.8";"";"";"";"";"";"";
"02.06.2017 03:00";"7.8";"763.6";"765.7";"0.0";"100";"Calm, no wind";"0";"";"";"no clouds";"Mist. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"";"";"";"";"";"";"";"5.0";"7.8";"";"";"";"";"";"";
"02.06.2017 00:00";"9.0";"763.6";"765.8";"0.2";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"01.06.2017 21:00";"10.2";"763.4";"765.7";"0.9";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"9.4";"16.3";"";"";"";"";"";"10.0";"9.8";"";"";"";"";"";"";
"01.06.2017 18:00";"13.8";"762.5";"764.8";"0.3";"82";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.8";"";"";"";"";"";"";
"01.06.2017 15:00";"16.2";"762.2";"764.5";"-1.7";"71";"Wind blowing from the south";"1";"";"";"60%.";"Clouds generally forming or developing. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.0";"";"";"";"";"";"";
"01.06.2017 12:00";"11.0";"763.9";"766.3";"0.0";"96";"Wind blowing from the east";"1";"";"";"100%.";"Fog or ice fog. ";"Fog or ice fog or thick haze.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus translucidus.";"";"3.0";"10.4";"";"";"";"";"";"";
"01.06.2017 09:00";"9.4";"763.9";"766.1";"1.2";"100";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.";"7.2";"9.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"1.0";"9.4";"";"";"Surface of ground moist.";"6.0";"";"";
"01.06.2017 06:00";"7.9";"762.7";"765.1";"-1.2";"99";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"01.06.2017 03:00";"7.7";"763.9";"766.1";"-0.1";"100";"Wind blowing from the south-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.7";"";"";"";"";"";"";
"01.06.2017 00:00";"8.2";"764.0";"766.3";"-0.8";"96";"Wind blowing from the south";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"7.6";"";"";"";"";"";"";
"31.05.2017 21:00";"9.3";"764.8";"767.1";"-0.1";"92";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"7.8";"14.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.1";"";"";"";"";"";"";
"31.05.2017 18:00";"11.9";"764.9";"767.2";"-0.5";"75";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"7.6";"";"";"";"";"";"";
"31.05.2017 15:00";"14.0";"765.4";"767.7";"-1.5";"59";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"6.1";"";"";"";"";"";"";
"31.05.2017 12:00";"12.3";"766.9";"769.3";"-0.1";"60";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"4.7";"";"";"";"";"";"";
"31.05.2017 09:00";"7.8";"767.0";"769.3";"0.4";"82";"Wind blowing from the south-east";"1";"";"";"90  or more, but not 100%";" ";"";"";"7.3";"11.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"4.9";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"7.0";"";"";
"31.05.2017 06:00";"7.7";"766.6";"768.8";"-0.3";"83";"Wind blowing from the east";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"5.0";"";"";"";"";"";"";
"31.05.2017 03:00";"8.1";"766.9";"769.2";"-0.6";"92";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"6.8";"";"";"";"";"";"";
"31.05.2017 00:00";"10.4";"767.5";"769.9";"0.3";"78";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.6";"";"";"";"";"";"";
"30.05.2017 21:00";"11.6";"767.2";"769.5";"1.2";"82";"Wind blowing from the east";"2";"";"";"10%  or less, but not 0";" ";"";"";"9.2";"16.9";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.6";"";"";"";"";"";"";
"30.05.2017 18:00";"13.9";"766.0";"768.4";"-0.7";"66";"Wind blowing from the south-east";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.7";"";"";"";"";"";"";
"30.05.2017 15:00";"16.6";"766.7";"769.0";"-1.1";"55";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"7.5";"";"";"";"";"";"";
"30.05.2017 12:00";"13.6";"767.8";"770.2";"0.0";"67";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrostratus not progressively invading the sky and not entirely covering it.";"10.0";"7.6";"";"";"";"";"";"";
"30.05.2017 09:00";"9.2";"767.8";"770.2";"0.6";"90";"Wind blowing from the south-east";"3";"";"";"40%.";" ";"";"";"6.5";"11.4";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"7.7";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"6.0";"";"";
"30.05.2017 06:00";"6.8";"767.2";"769.5";"-0.6";"100";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.8";"";"";"";"";"";"";
"30.05.2017 03:00";"9.6";"767.8";"770.1";"0.0";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.5";"";"";"";"";"";"";
"30.05.2017 00:00";"10.4";"767.8";"770.0";"0.6";"90";"Wind blowing from the south-east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.8";"";"";"";"";"";"";
"29.05.2017 21:00";"11.0";"767.2";"769.5";"0.9";"88";"Wind blowing from the east";"1";"";"";"no clouds";" ";"";"";"9.8";"16.8";"";"";"";"";"";"10.0";"9.0";"";"";"";"";"";"";
"29.05.2017 18:00";"14.4";"766.3";"768.7";"0.6";"76";"Wind blowing from the south-east";"2";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.2";"";"";"";"";"";"";
"29.05.2017 15:00";"15.4";"765.7";"768.0";"-1.5";"71";"Wind blowing from the south-east";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.";"90  or more, but not 100%";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.1";"";"";"";"";"";"";
"29.05.2017 12:00";"14.8";"767.2";"769.4";"0.2";"78";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.";"10.0";"10.9";"";"";"";"";"";"";
"29.05.2017 09:00";"9.8";"767.0";"769.3";"1.6";"100";"Wind blowing from the south-east";"1";"";"";"100%.";"Mist. ";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"9.4";"12.3";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"7.0";"9.8";"0.5";"24";"Surface of ground wet (standing water in small or large pools on surface).";"9.0";"";"";
"29.05.2017 06:00";"10.6";"765.4";"767.6";"-0.1";"97";"Wind blowing from the south";"1";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.2";"";"";"";"";"";"";
"29.05.2017 03:00";"10.3";"765.5";"767.8";"0.1";"99";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"70 – 80%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.1";"";"";"";"";"";"";
"29.05.2017 00:00";"10.8";"765.4";"767.7";"0.3";"97";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.4";"";"";"";"";"";"";
"28.05.2017 21:00";"12.3";"765.1";"767.5";"0.2";"93";"Wind blowing from the east";"4";"";"";"60%.";"Clouds generally dissolving or becoming less developed. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"10.4";"15.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.2";"0.4";"6";"";"";"";"";
"28.05.2017 18:00";"13.0";"764.9";"767.2";"-0.2";"88";"Wind blowing from the east";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"9.0";"11.1";"";"";"";"";"";"";
"28.05.2017 15:00";"15.0";"765.1";"767.4";"-2.2";"77";"Wind blowing from the east";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"10.9";"0.1";"6";"";"";"";"";
"28.05.2017 12:00";"13.9";"767.3";"769.6";"-0.5";"74";"Wind blowing from the east";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"9.0";"9.2";"";"";"";"";"";"";
"28.05.2017 09:00";"10.4";"767.8";"770.2";"-0.3";"81";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"8.9";"13.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.3";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"8.0";"";"";
"28.05.2017 06:00";"9.4";"768.1";"770.3";"-0.6";"89";"Wind blowing from the south-east";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.7";"";"";"";"";"";"";
"28.05.2017 03:00";"12.0";"768.7";"771.1";"-0.6";"74";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"7.5";"";"";"";"";"";"";
"28.05.2017 00:00";"11.0";"769.3";"771.6";"-0.4";"74";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"6.4";"";"";"";"";"";"";
"27.05.2017 21:00";"12.0";"769.7";"772.0";"0.4";"65";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"8.3";"14.9";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"5.6";"";"";"";"";"";"";
