"date";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.10.2011 00:00";"14.6";"754.2";"756.4";"";"93";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"200-300";"";"";"10.0";"13.5";"";"";"";"";"";"";
"09.10.2011 21:00";"16.2";"753.4";"755.6";"";"80";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"15.7";"22.0";"Stratocumulus other than Stratocumulus cumulogenitus.";"90  or more, but not 100%";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.8";"";"";"";"";"";"";
"09.10.2011 09:00";"15.7";"754.4";"756.7";"";"94";"Wind blowing from the west";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"15.0";"16.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"14.8";"2.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"";"";"";
"09.10.2011 06:00";"15.6";"754.0";"756.3";"";"99";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"8.0";"15.4";"";"";"";"";"";"";
"09.10.2011 03:00";"15.8";"754.2";"756.4";"";"98";"Calm, no wind";"0";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"5.0";"15.5";"0.7";"6";"";"";"";"";
"09.10.2011 00:00";"16.3";"754.0";"756.2";"";"94";"Wind blowing from the west";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"7.0";"15.3";"";"";"";"";"";"";
"08.10.2011 21:00";"16.4";"754.2";"756.4";"";"90";"Wind blowing from the south";"1";"";"";"90  or more, but not 100%";" ";"";"";"16.0";"19.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.7";"";"";"";"";"";"";
"08.10.2011 18:00";"17.8";"753.6";"755.8";"";"84";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"15.1";"";"";"";"";"";"";
"08.10.2011 12:00";"18.6";"754.6";"756.9";"";"81";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"15.2";"";"";"";"";"";"";
"08.10.2011 09:00";"16.0";"755.4";"757.6";"";"85";"Wind blowing from the north";"1";"";"";"100%.";"State of sky on the whole unchanged. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"14.6";"16.7";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"13.5";"22.0";"24";"Surface of ground moist.";"";"";"";
"08.10.2011 06:00";"15.3";"754.6";"756.9";"";"99";"Wind blowing from the south-east";"2";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Drizzle.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"7.0";"15.1";"";"";"";"";"";"";
"08.10.2011 03:00";"16.3";"755.2";"757.4";"";"98";"Wind blowing from the east";"0";"";"";"100%.";"Drizzle, not freezing, intermittent, slight at time of observation. ";"Drizzle.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"8.0";"16.0";"3.0";"6";"";"";"";"";
"08.10.2011 00:00";"16.1";"755.4";"757.6";"";"99";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"7.0";"15.9";"";"";"";"";"";"";
"07.10.2011 21:00";"16.2";"755.5";"757.6";"";"98";"Wind blowing from the south-east";"1";"";"";"100%.";" ";"";"";"14.0";"16.5";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"15.9";"";"";"";"";"";"";
"07.10.2011 18:00";"16.0";"754.2";"756.4";"";"97";"Wind blowing from the east";"3";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"15.5";"";"";"";"";"";"";
"07.10.2011 15:00";"16.0";"753.6";"755.8";"";"88";"Wind blowing from the east";"5";"";"";"100%.";"State of sky on the whole unchanged. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"50%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"14.1";"19.0";"6";"";"";"";"";
"07.10.2011 12:00";"14.2";"756.4";"758.6";"";"96";"Wind blowing from the east";"5";"";"";"100%.";"Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"9.0";"13.5";"";"";"";"";"";"";
"07.10.2011 09:00";"15.8";"758.2";"760.6";"";"93";"Wind blowing from the south-east";"1";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"15.1";"18.9";"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.";"60%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"8.0";"14.6";"16.0";"6";"Surface of ground wet (standing water in small or large pools on surface).";"";"";"";
"07.10.2011 06:00";"18.8";"753.7";"755.9";"";"90";"Wind blowing from the north-east";"3";"";"";"100%.";"Rain, not freezing, intermittent, slight at time of observation. ";"Rain.";"Rain.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"9.0";"17.2";"";"";"";"";"";"";
"07.10.2011 03:00";"18.8";"754.6";"756.9";"";"88";"Wind blowing from the north-east";"7";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"10.0";"16.8";"2.0";"6";"";"";"";"";
"07.10.2011 00:00";"18.6";"756.8";"759.0";"";"92";"Wind blowing from the north-east";"4";"";"";"100%.";"State of sky on the whole unchanged. ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"17.3";"";"";"";"";"";"";
"06.10.2011 21:00";"17.1";"757.8";"760.0";"";"93";"Wind blowing from the south-east";"3";"";"";"100%.";"Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ";"Thunderstorm(s) with or without precipitation.";"Rain.";"17.1";"24.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"Altostratus opacus or Nimbostratus.";"";"9.0";"15.9";"6.0";"6";"";"";"";"";
"06.10.2011 18:00";"19.6";"756.9";"759.1";"";"83";"Wind blowing from the south-east";"2";"";"";"100%.";"Rain (not freezing) not falling as shower(s). ";"Rain.";"Cloud covering more than 1/2 of the sky throughout the appropriate period.";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"16.7";"";"";"";"";"";"";
"06.10.2011 15:00";"23.4";"757.9";"760.1";"";"56";"Wind blowing from the east";"1";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"14.0";"";"";"";"";"";"";
"06.10.2011 12:00";"22.6";"758.8";"761.1";"";"49";"Wind blowing from the north-east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"11.3";"";"";"";"";"";"";
"06.10.2011 09:00";"18.9";"759.8";"762.0";"";"73";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"12.6";"18.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"13.9";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"06.10.2011 06:00";"14.0";"759.3";"761.6";"";"96";"Wind blowing from the north-northeast";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"13.3";"";"";"";"";"";"";
"06.10.2011 00:00";"16.6";"759.8";"762.0";"";"71";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.3";"";"";"";"";"";"";
"05.10.2011 21:00";"17.7";"759.7";"761.8";"";"71";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"14.7";"23.2";"";"";"";"";"";"10.0";"12.4";"";"";"";"";"";"";
"05.10.2011 18:00";"19.2";"758.4";"760.6";"";"63";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"11.9";"";"";"";"";"";"";
"05.10.2011 15:00";"22.9";"759.4";"761.6";"";"44";"Wind blowing from the south";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.1";"";"";"";"";"";"";
"05.10.2011 12:00";"20.2";"761.2";"763.4";"";"48";"Wind blowing from the south-east";"1";"";"";"50%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"50%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"9.0";"";"";"";"";"";"";
"05.10.2011 09:00";"14.7";"760.9";"763.1";"";"";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";" ";"";"";"8.7";"14.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"";"";"";"Surface of ground moist.";"";"";"";
"05.10.2011 06:00";"9.6";"760.4";"762.7";"";"97";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"9.2";"";"";"";"";"";"";
"05.10.2011 03:00";"10.3";"760.0";"762.4";"";"96";"Wind blowing from the south-east";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"9.7";"";"";"";"";"";"";
"05.10.2011 00:00";"12.0";"761.2";"763.5";"";"83";"Wind blowing from the east";"1";"";"";"60%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"9.2";"";"";"";"";"";"";
"04.10.2011 21:00";"14.2";"761.4";"763.6";"";"74";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"11.6";"16.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"9.6";"";"";"";"";"";"";
"04.10.2011 18:00";"15.2";"760.8";"763.0";"";"69";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"9.5";"";"";"";"";"";"";
"04.10.2011 15:00";"15.4";"762.2";"764.5";"";"70";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"Stratus fractus or Cumulus fractus of bad weather, or both (pannus), usually below Altostratus or Nimbostratus.";"40%.";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"9.9";"";"";"";"";"";"";
"04.10.2011 12:00";"13.2";"764.2";"766.5";"";"80";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"100%.";"300-600";"";"";"10.0";"9.9";"";"";"";"";"";"";
"04.10.2011 09:00";"12.2";"764.6";"766.9";"";"86";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"11.6";"13.0";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"90  or more, but not 100%";"300-600";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"9.9";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"04.10.2011 06:00";"11.8";"762.9";"765.2";"";"83";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"70 – 80%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"9.0";"";"";"";"";"";"";
"04.10.2011 03:00";"12.0";"763.3";"765.5";"";"79";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"8.4";"";"";"";"";"";"";
"04.10.2011 00:00";"12.4";"764.1";"766.4";"";"72";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"7.5";"";"";"";"";"";"";
"03.10.2011 21:00";"12.8";"763.9";"766.1";"";"68";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"9.5";"15.4";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"7.1";"";"";"";"";"";"";
"03.10.2011 18:00";"13.3";"763.9";"766.1";"";"64";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"6.7";"";"";"";"";"";"";
"03.10.2011 15:00";"14.1";"764.8";"767.0";"";"53";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";"";
"03.10.2011 12:00";"14.0";"766.2";"768.4";"";"49";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"3.5";"";"";"";"";"";"";
"03.10.2011 09:00";"9.5";"767.2";"769.6";"";"59";"Wind blowing from the south-east";"2";"";"";"10%  or less, but not 0";" ";"";"";"7.0";"13.1";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"1.9";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"03.10.2011 06:00";"8.2";"764.0";"766.3";"";"75";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"100%.";"300-600";"";"";"10.0";"4.1";"";"";"";"";"";"";
"03.10.2011 03:00";"8.9";"764.6";"766.9";"";"77";"Wind blowing from the south-east";"6";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"60%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"";"10.0";"5.1";"";"";"";"";"";"";
"03.10.2011 00:00";"9.7";"764.0";"766.3";"";"76";"Wind blowing from the south-west";"5";"";"";"40%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"5.6";"";"";"";"";"";"";
"02.10.2011 21:00";"13.1";"762.8";"765.0";"";"57";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"13.1";"22.8";"";"";"";"";"";"10.0";"4.7";"";"";"";"";"";"";
"02.10.2011 18:00";"16.6";"761.5";"763.7";"";"42";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"";"";"Cumulus humilis or Cumulus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"3.8";"";"";"";"";"";"";
"02.10.2011 15:00";"21.6";"760.2";"762.4";"";"31";"Wind blowing from the south-west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"3.8";"";"";"";"";"";"";
"02.10.2011 12:00";"22.0";"760.4";"762.6";"";"";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2011 09:00";"17.7";"760.0";"762.2";"";"64";"Wind blowing from the west";"2";"";"";"10%  or less, but not 0";" ";"";"";"13.1";"17.7";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"10.0";"10.9";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"02.10.2011 06:00";"14.4";"758.7";"760.9";"";"91";"Wind blowing from the north-west";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"02.10.2011 03:00";"16.0";"758.4";"760.6";"";"82";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"13.0";"";"";"";"";"";"";
"02.10.2011 00:00";"16.2";"758.4";"760.6";"";"90";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"90  or more, but not 100%";"2500 or more, or no clouds.";"Altocumulus translucidus in bands, or one or more layers of Altocumulus translucidus or opacus, progressively invading the sky; these Altocumulus clouds generally thicken as a whole.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"14.5";"";"";"";"";"";"";
"01.10.2011 21:00";"16.8";"758.2";"760.5";"";"78";"Wind blowing from the south";"1";"";"";"10%  or less, but not 0";" ";"";"";"15.8";"21.2";"Stratocumulus other than Stratocumulus cumulogenitus.";"10%  or less, but not 0";"600-1000";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.9";"";"";"";"";"";"";
"01.10.2011 18:00";"19.4";"756.7";"758.9";"";"63";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"";"";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"12.1";"";"";"";"";"";"";
"01.10.2011 15:00";"20.2";"757.6";"759.8";"";"59";"Wind blowing from the south-east";"3";"";"";"40%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"11.9";"";"";"";"";"";"";
"01.10.2011 12:00";"18.2";"758.5";"760.6";"";"61";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"";"";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"2500 or more, or no clouds.";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"10.5";"";"";"";"";"";"";
"01.10.2011 09:00";"15.8";"758.7";"760.9";"";"73";"Wind blowing from the east";"1";"";"";"20–30%.";" ";"";"";"13.3";"16.8";"Stratus nebulosus or Stratus fractus other than of bad weather, or both.";"20–30%.";"300-600";"No Altocumulus, Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"11.0";"";"";"Dry (without cracks, no appreciable amount of dust or loose sand)";"";"";"";
"01.10.2011 06:00";"13.8";"757.6";"759.9";"";"78";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"01.10.2011 03:00";"14.6";"757.8";"760.0";"";"74";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.0";"";"";"";"";"";"";
"01.10.2011 00:00";"16.2";"758.5";"760.7";"";"69";"Wind blowing from the north-east";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"10.0";"10.6";"";"";"";"";"";"";
"30.09.2011 21:00";"16.4";"758.1";"760.4";"";"68";"Wind blowing from the north-east";"2";"";"";"60%.";" ";"";"";"16.4";"22.6";"Stratocumulus other than Stratocumulus cumulogenitus.";"40%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"No Cirrus, Cirrocumulus or Cirrostratus.";"10.0";"10.4";"";"";"";"";"";"";
"30.09.2011 18:00";"19.4";"757.6";"759.9";"";"52";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.";"10.0";"9.3";"";"";"";"";"";"";
"30.09.2011 15:00";"22.6";"758.5";"760.7";"";"32";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.";"10.0";"5.2";"";"";"";"";"";"";
"30.09.2011 12:00";"19.6";"759.4";"761.6";"";"49";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"Stratocumulus other than Stratocumulus cumulogenitus.";"20–30%.";"600-1000";"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.";"Cirrostratus covering the whole sky.";"10.0";"8.6";"";"";"";"";"";"";
